Category,match_score_pct,Skills Matched,Skills Missing
ADVOCATE,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AUTOMOBILE,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BPO,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.61,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
HR,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.61,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.61,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.61,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.61,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.6,PYTHON,"SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.6,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.6,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AUTOMOBILE,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.59,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.59,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.59,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
HR,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.59,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.58,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AUTOMOBILE,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.58,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.57,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.56,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BPO,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AUTOMOBILE,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AUTOMOBILE,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.56,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.55,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.55,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
HR,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BPO,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.55,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
